Word,Frequency,Posting List 
melekeok,2,"[('http://example.python-scraping.com/places/default/view/Palau-165', 67), ('http://example.python-scraping.com/places/default/view/Palau-165', 67)]"
metic,4,"[('http://example.python-scraping.com/places/default/view/Mozambique-146', 122), ('http://example.python-scraping.com/places/default/iso/MZ', 122), ('http://example.python-scraping.com/places/default/view/Mozambique-146', 122), ('http://example.python-scraping.com/places/default/iso/MZ', 122)]"
mexico,8,"[('http://example.python-scraping.com/places/default/view/Mexico-138', 55), ('http://example.python-scraping.com/places/default/view/Mexico-138', 68), ('http://example.python-scraping.com/places/default/iso/MX', 55), ('http://example.python-scraping.com/places/default/iso/MX', 68), ('http://example.python-scraping.com/places/default/view/Mexico-138', 55), ('http://example.python-scraping.com/places/default/view/Mexico-138', 68), ('http://example.python-scraping.com/places/default/iso/MX', 55), ('http://example.python-scraping.com/places/default/iso/MX', 68)]"
mf,4,"[('http://example.python-scraping.com/places/default/view/Saint-Martin-186', 35), ('http://example.python-scraping.com/places/default/iso/MF', 35), ('http://example.python-scraping.com/places/default/view/Saint-Martin-186', 35), ('http://example.python-scraping.com/places/default/iso/MF', 35)]"
mg,4,"[('http://example.python-scraping.com/places/default/view/Madagascar-127', 35), ('http://example.python-scraping.com/places/default/view/Madagascar-127', 96), ('http://example.python-scraping.com/places/default/view/Madagascar-127', 35), ('http://example.python-scraping.com/places/default/view/Madagascar-127', 96)]"
mga,2,"[('http://example.python-scraping.com/places/default/view/Madagascar-127', 112), ('http://example.python-scraping.com/places/default/view/Madagascar-127', 112)]"
mh,4,"[('http://example.python-scraping.com/places/default/view/Marshall-Islands-133', 35), ('http://example.python-scraping.com/places/default/view/Marshall-Islands-133', 94), ('http://example.python-scraping.com/places/default/view/Marshall-Islands-133', 35), ('http://example.python-scraping.com/places/default/view/Marshall-Islands-133', 94)]"
mhenmh,2,"[('http://example.python-scraping.com/places/default/view/Marshall-Islands-133', 185), ('http://example.python-scraping.com/places/default/view/Marshall-Islands-133', 185)]"
micronesia,2,"[('http://example.python-scraping.com/places/default/view/Micronesia-139', 55), ('http://example.python-scraping.com/places/default/view/Micronesia-139', 55)]"
minor,2,"[('http://example.python-scraping.com/places/default/view/United-States-Minor-Outlying-Islands-235', 66), ('http://example.python-scraping.com/places/default/view/United-States-Minor-Outlying-Islands-235', 66)]"
minsk,4,"[('http://example.python-scraping.com/places/default/view/Belarus-21', 68), ('http://example.python-scraping.com/places/default/iso/BY', 68), ('http://example.python-scraping.com/places/default/view/Belarus-21', 68), ('http://example.python-scraping.com/places/default/iso/BY', 68)]"
miquelon,2,"[('http://example.python-scraping.com/places/default/view/Saint-Pierre-and-Miquelon-187', 71), ('http://example.python-scraping.com/places/default/view/Saint-Pierre-and-Miquelon-187', 71)]"
mk,8,"[('http://example.python-scraping.com/places/default/iso/MK', 35), ('http://example.python-scraping.com/places/default/iso/MK', 88), ('http://example.python-scraping.com/places/default/view/Macedonia-126', 35), ('http://example.python-scraping.com/places/default/view/Macedonia-126', 88), ('http://example.python-scraping.com/places/default/iso/MK', 35), ('http://example.python-scraping.com/places/default/iso/MK', 88), ('http://example.python-scraping.com/places/default/view/Macedonia-126', 35), ('http://example.python-scraping.com/places/default/view/Macedonia-126', 88)]"
mkd,4,"[('http://example.python-scraping.com/places/default/iso/MK', 104), ('http://example.python-scraping.com/places/default/view/Macedonia-126', 104), ('http://example.python-scraping.com/places/default/iso/MK', 104), ('http://example.python-scraping.com/places/default/view/Macedonia-126', 104)]"
mksqtrrmmsr,4,"[('http://example.python-scraping.com/places/default/iso/MK', 178), ('http://example.python-scraping.com/places/default/view/Macedonia-126', 178), ('http://example.python-scraping.com/places/default/iso/MK', 178), ('http://example.python-scraping.com/places/default/view/Macedonia-126', 178)]"
ml,8,"[('http://example.python-scraping.com/places/default/iso/ML', 35), ('http://example.python-scraping.com/places/default/iso/ML', 84), ('http://example.python-scraping.com/places/default/view/Mali-131', 35), ('http://example.python-scraping.com/places/default/view/Mali-131', 84), ('http://example.python-scraping.com/places/default/iso/ML', 35), ('http://example.python-scraping.com/places/default/iso/ML', 84), ('http://example.python-scraping.com/places/default/view/Mali-131', 35), ('http://example.python-scraping.com/places/default/view/Mali-131', 84)]"
mm,8,"[('http://example.python-scraping.com/places/default/view/Myanmar-147', 35), ('http://example.python-scraping.com/places/default/view/Myanmar-147', 92), ('http://example.python-scraping.com/places/default/iso/MM', 35), ('http://example.python-scraping.com/places/default/iso/MM', 92), ('http://example.python-scraping.com/places/default/view/Myanmar-147', 35), ('http://example.python-scraping.com/places/default/view/Myanmar-147', 92), ('http://example.python-scraping.com/places/default/iso/MM', 35), ('http://example.python-scraping.com/places/default/iso/MM', 92)]"
mmk,4,"[('http://example.python-scraping.com/places/default/view/Myanmar-147', 108), ('http://example.python-scraping.com/places/default/iso/MM', 108), ('http://example.python-scraping.com/places/default/view/Myanmar-147', 108), ('http://example.python-scraping.com/places/default/iso/MM', 108)]"
mn,8,"[('http://example.python-scraping.com/places/default/view/Mongolia-142', 35), ('http://example.python-scraping.com/places/default/view/Mongolia-142', 92), ('http://example.python-scraping.com/places/default/iso/MN', 35), ('http://example.python-scraping.com/places/default/iso/MN', 92), ('http://example.python-scraping.com/places/default/view/Mongolia-142', 35), ('http://example.python-scraping.com/places/default/view/Mongolia-142', 92), ('http://example.python-scraping.com/places/default/iso/MN', 35), ('http://example.python-scraping.com/places/default/iso/MN', 92)]"
mnru,4,"[('http://example.python-scraping.com/places/default/view/Mongolia-142', 183), ('http://example.python-scraping.com/places/default/iso/MN', 183), ('http://example.python-scraping.com/places/default/view/Mongolia-142', 183), ('http://example.python-scraping.com/places/default/iso/MN', 183)]"
mnt,4,"[('http://example.python-scraping.com/places/default/view/Mongolia-142', 108), ('http://example.python-scraping.com/places/default/iso/MN', 108), ('http://example.python-scraping.com/places/default/view/Mongolia-142', 108), ('http://example.python-scraping.com/places/default/iso/MN', 108)]"
mogadishu,4,"[('http://example.python-scraping.com/places/default/view/Somalia-203', 69), ('http://example.python-scraping.com/places/default/iso/SO', 69), ('http://example.python-scraping.com/places/default/view/Somalia-203', 69), ('http://example.python-scraping.com/places/default/iso/SO', 69)]"
moldova,4,"[('http://example.python-scraping.com/places/default/view/Moldova-140', 55), ('http://example.python-scraping.com/places/default/iso/MD', 55), ('http://example.python-scraping.com/places/default/view/Moldova-140', 55), ('http://example.python-scraping.com/places/default/iso/MD', 55)]"
monaco,8,"[('http://example.python-scraping.com/places/default/view/Monaco-141', 55), ('http://example.python-scraping.com/places/default/view/Monaco-141', 68), ('http://example.python-scraping.com/places/default/iso/MC', 55), ('http://example.python-scraping.com/places/default/iso/MC', 68), ('http://example.python-scraping.com/places/default/view/Monaco-141', 55), ('http://example.python-scraping.com/places/default/view/Monaco-141', 68), ('http://example.python-scraping.com/places/default/iso/MC', 55), ('http://example.python-scraping.com/places/default/iso/MC', 68)]"
mongolia,4,"[('http://example.python-scraping.com/places/default/view/Mongolia-142', 55), ('http://example.python-scraping.com/places/default/iso/MN', 55), ('http://example.python-scraping.com/places/default/view/Mongolia-142', 55), ('http://example.python-scraping.com/places/default/iso/MN', 55)]"
monrovia,4,"[('http://example.python-scraping.com/places/default/view/Liberia-121', 69), ('http://example.python-scraping.com/places/default/iso/LR', 69), ('http://example.python-scraping.com/places/default/view/Liberia-121', 69), ('http://example.python-scraping.com/places/default/iso/LR', 69)]"
montenegro,8,"[('http://example.python-scraping.com/places/default/iso/CS', 66), ('http://example.python-scraping.com/places/default/iso/ME', 55), ('http://example.python-scraping.com/places/default/view/Montenegro-143', 55), ('http://example.python-scraping.com/places/default/view/Serbia-and-Montenegro-195', 66), ('http://example.python-scraping.com/places/default/iso/CS', 66), ('http://example.python-scraping.com/places/default/iso/ME', 55), ('http://example.python-scraping.com/places/default/view/Montenegro-143', 55), ('http://example.python-scraping.com/places/default/view/Serbia-and-Montenegro-195', 66)]"
montevideo,4,"[('http://example.python-scraping.com/places/default/iso/UY', 69), ('http://example.python-scraping.com/places/default/view/Uruguay-236', 69), ('http://example.python-scraping.com/places/default/iso/UY', 69), ('http://example.python-scraping.com/places/default/view/Uruguay-236', 69)]"
montserrat,2,"[('http://example.python-scraping.com/places/default/view/Montserrat-144', 55), ('http://example.python-scraping.com/places/default/view/Montserrat-144', 55)]"
moresbi,4,"[('http://example.python-scraping.com/places/default/view/Papua-New-Guinea-168', 83), ('http://example.python-scraping.com/places/default/iso/PG', 83), ('http://example.python-scraping.com/places/default/view/Papua-New-Guinea-168', 83), ('http://example.python-scraping.com/places/default/iso/PG', 83)]"
morocco,4,"[('http://example.python-scraping.com/places/default/iso/MA', 55), ('http://example.python-scraping.com/places/default/view/Morocco-145', 55), ('http://example.python-scraping.com/places/default/iso/MA', 55), ('http://example.python-scraping.com/places/default/view/Morocco-145', 55)]"
moroni,2,"[('http://example.python-scraping.com/places/default/view/Comoros-50', 68), ('http://example.python-scraping.com/places/default/view/Comoros-50', 68)]"
moscow,4,"[('http://example.python-scraping.com/places/default/view/Russia-180', 68), ('http://example.python-scraping.com/places/default/iso/RU', 68), ('http://example.python-scraping.com/places/default/view/Russia-180', 68), ('http://example.python-scraping.com/places/default/iso/RU', 68)]"
mozambiqu,4,"[('http://example.python-scraping.com/places/default/view/Mozambique-146', 55), ('http://example.python-scraping.com/places/default/iso/MZ', 55), ('http://example.python-scraping.com/places/default/view/Mozambique-146', 55), ('http://example.python-scraping.com/places/default/iso/MZ', 55)]"
mp,4,"[('http://example.python-scraping.com/places/default/view/Northern-Mariana-Islands-161', 35), ('http://example.python-scraping.com/places/default/view/Northern-Mariana-Islands-161', 103), ('http://example.python-scraping.com/places/default/view/Northern-Mariana-Islands-161', 35), ('http://example.python-scraping.com/places/default/view/Northern-Mariana-Islands-161', 103)]"
mq,4,"[('http://example.python-scraping.com/places/default/view/Martinique-134', 35), ('http://example.python-scraping.com/places/default/view/Martinique-134', 91), ('http://example.python-scraping.com/places/default/view/Martinique-134', 35), ('http://example.python-scraping.com/places/default/view/Martinique-134', 91)]"
mr,8,"[('http://example.python-scraping.com/places/default/iso/MR', 35), ('http://example.python-scraping.com/places/default/iso/MR', 94), ('http://example.python-scraping.com/places/default/view/Mauritania-135', 35), ('http://example.python-scraping.com/places/default/view/Mauritania-135', 94), ('http://example.python-scraping.com/places/default/iso/MR', 35), ('http://example.python-scraping.com/places/default/iso/MR', 94), ('http://example.python-scraping.com/places/default/view/Mauritania-135', 35), ('http://example.python-scraping.com/places/default/view/Mauritania-135', 94)]"
mro,4,"[('http://example.python-scraping.com/places/default/iso/MR', 110), ('http://example.python-scraping.com/places/default/view/Mauritania-135', 110), ('http://example.python-scraping.com/places/default/iso/MR', 110), ('http://example.python-scraping.com/places/default/view/Mauritania-135', 110)]"
ms,4,"[('http://example.python-scraping.com/places/default/view/Montserrat-144', 35), ('http://example.python-scraping.com/places/default/view/Montserrat-144', 92), ('http://example.python-scraping.com/places/default/view/Montserrat-144', 35), ('http://example.python-scraping.com/places/default/view/Montserrat-144', 92)]"
msbnenbn,4,"[('http://example.python-scraping.com/places/default/view/Brunei-35', 190), ('http://example.python-scraping.com/places/default/iso/BN', 190), ('http://example.python-scraping.com/places/default/view/Brunei-35', 190), ('http://example.python-scraping.com/places/default/iso/BN', 190)]"
msccen,2,"[('http://example.python-scraping.com/places/default/view/Cocos-Islands-48', 187), ('http://example.python-scraping.com/places/default/view/Cocos-Islands-48', 187)]"
msmyenzhtatemlpath,4,"[('http://example.python-scraping.com/places/default/view/Malaysia-129', 186), ('http://example.python-scraping.com/places/default/iso/MY', 186), ('http://example.python-scraping.com/places/default/view/Malaysia-129', 186), ('http://example.python-scraping.com/places/default/iso/MY', 186)]"
mt,4,"[('http://example.python-scraping.com/places/default/view/Malta-132', 35), ('http://example.python-scraping.com/places/default/view/Malta-132', 87), ('http://example.python-scraping.com/places/default/view/Malta-132', 35), ('http://example.python-scraping.com/places/default/view/Malta-132', 87)]"
mtenmt,2,"[('http://example.python-scraping.com/places/default/view/Malta-132', 176), ('http://example.python-scraping.com/places/default/view/Malta-132', 176)]"
mu,4,"[('http://example.python-scraping.com/places/default/view/Mauritius-136', 35), ('http://example.python-scraping.com/places/default/view/Mauritius-136', 91), ('http://example.python-scraping.com/places/default/view/Mauritius-136', 35), ('http://example.python-scraping.com/places/default/view/Mauritius-136', 91)]"
mur,2,"[('http://example.python-scraping.com/places/default/view/Mauritius-136', 107), ('http://example.python-scraping.com/places/default/view/Mauritius-136', 107)]"
muscat,4,"[('http://example.python-scraping.com/places/default/view/Oman-163', 66), ('http://example.python-scraping.com/places/default/iso/OM', 66), ('http://example.python-scraping.com/places/default/view/Oman-163', 66), ('http://example.python-scraping.com/places/default/iso/OM', 66)]"
mv,4,"[('http://example.python-scraping.com/places/default/view/Maldives-130', 35), ('http://example.python-scraping.com/places/default/view/Maldives-130', 84), ('http://example.python-scraping.com/places/default/view/Maldives-130', 35), ('http://example.python-scraping.com/places/default/view/Maldives-130', 84)]"
mvr,2,"[('http://example.python-scraping.com/places/default/view/Maldives-130', 100), ('http://example.python-scraping.com/places/default/view/Maldives-130', 100)]"
mw,8,"[('http://example.python-scraping.com/places/default/view/Malawi-128', 35), ('http://example.python-scraping.com/places/default/view/Malawi-128', 87), ('http://example.python-scraping.com/places/default/iso/MW', 35), ('http://example.python-scraping.com/places/default/iso/MW', 87), ('http://example.python-scraping.com/places/default/view/Malawi-128', 35), ('http://example.python-scraping.com/places/default/view/Malawi-128', 87), ('http://example.python-scraping.com/places/default/iso/MW', 35), ('http://example.python-scraping.com/places/default/iso/MW', 87)]"
mwk,4,"[('http://example.python-scraping.com/places/default/view/Malawi-128', 103), ('http://example.python-scraping.com/places/default/iso/MW', 103), ('http://example.python-scraping.com/places/default/view/Malawi-128', 103), ('http://example.python-scraping.com/places/default/iso/MW', 103)]"
mx,8,"[('http://example.python-scraping.com/places/default/view/Mexico-138', 35), ('http://example.python-scraping.com/places/default/view/Mexico-138', 91), ('http://example.python-scraping.com/places/default/iso/MX', 35), ('http://example.python-scraping.com/places/default/iso/MX', 91), ('http://example.python-scraping.com/places/default/view/Mexico-138', 35), ('http://example.python-scraping.com/places/default/view/Mexico-138', 91), ('http://example.python-scraping.com/places/default/iso/MX', 35), ('http://example.python-scraping.com/places/default/iso/MX', 91)]"
mxn,4,"[('http://example.python-scraping.com/places/default/view/Mexico-138', 107), ('http://example.python-scraping.com/places/default/iso/MX', 107), ('http://example.python-scraping.com/places/default/view/Mexico-138', 107), ('http://example.python-scraping.com/places/default/iso/MX', 107)]"
my,12,"[('http://example.python-scraping.com/places/default/view/Malaysia-129', 35), ('http://example.python-scraping.com/places/default/view/Malaysia-129', 94), ('http://example.python-scraping.com/places/default/view/Myanmar-147', 181), ('http://example.python-scraping.com/places/default/iso/MM', 181), ('http://example.python-scraping.com/places/default/iso/MY', 35), ('http://example.python-scraping.com/places/default/iso/MY', 94), ('http://example.python-scraping.com/places/default/view/Malaysia-129', 35), ('http://example.python-scraping.com/places/default/view/Malaysia-129', 94), ('http://example.python-scraping.com/places/default/view/Myanmar-147', 181), ('http://example.python-scraping.com/places/default/iso/MM', 181), ('http://example.python-scraping.com/places/default/iso/MY', 35), ('http://example.python-scraping.com/places/default/iso/MY', 94)]"
myanmar,4,"[('http://example.python-scraping.com/places/default/view/Myanmar-147', 55), ('http://example.python-scraping.com/places/default/iso/MM', 55), ('http://example.python-scraping.com/places/default/view/Myanmar-147', 55), ('http://example.python-scraping.com/places/default/iso/MM', 55)]"
myr,4,"[('http://example.python-scraping.com/places/default/view/Malaysia-129', 110), ('http://example.python-scraping.com/places/default/iso/MY', 110), ('http://example.python-scraping.com/places/default/view/Malaysia-129', 110), ('http://example.python-scraping.com/places/default/iso/MY', 110)]"
mz,8,"[('http://example.python-scraping.com/places/default/view/Mozambique-146', 35), ('http://example.python-scraping.com/places/default/view/Mozambique-146', 89), ('http://example.python-scraping.com/places/default/iso/MZ', 35), ('http://example.python-scraping.com/places/default/iso/MZ', 89), ('http://example.python-scraping.com/places/default/view/Mozambique-146', 35), ('http://example.python-scraping.com/places/default/view/Mozambique-146', 89), ('http://example.python-scraping.com/places/default/iso/MZ', 35), ('http://example.python-scraping.com/places/default/iso/MZ', 89)]"
mzn,4,"[('http://example.python-scraping.com/places/default/view/Mozambique-146', 105), ('http://example.python-scraping.com/places/default/iso/MZ', 105), ('http://example.python-scraping.com/places/default/view/Mozambique-146', 105), ('http://example.python-scraping.com/places/default/iso/MZ', 105)]"
na,8,"[('http://example.python-scraping.com/places/default/iso/NA', 35), ('http://example.python-scraping.com/places/default/iso/NA', 89), ('http://example.python-scraping.com/places/default/view/Namibia-148', 35), ('http://example.python-scraping.com/places/default/view/Namibia-148', 89), ('http://example.python-scraping.com/places/default/iso/NA', 35), ('http://example.python-scraping.com/places/default/iso/NA', 89), ('http://example.python-scraping.com/places/default/view/Namibia-148', 35), ('http://example.python-scraping.com/places/default/view/Namibia-148', 89)]"
nad,4,"[('http://example.python-scraping.com/places/default/iso/NA', 105), ('http://example.python-scraping.com/places/default/view/Namibia-148', 105), ('http://example.python-scraping.com/places/default/iso/NA', 105), ('http://example.python-scraping.com/places/default/view/Namibia-148', 105)]"
naennr,2,"[('http://example.python-scraping.com/places/default/view/Nauru-149', 175), ('http://example.python-scraping.com/places/default/view/Nauru-149', 175)]"
naira,4,"[('http://example.python-scraping.com/places/default/view/Nigeria-157', 119), ('http://example.python-scraping.com/places/default/iso/NG', 119), ('http://example.python-scraping.com/places/default/view/Nigeria-157', 119), ('http://example.python-scraping.com/places/default/iso/NG', 119)]"
nairobi,4,"[('http://example.python-scraping.com/places/default/view/Kenya-112', 67), ('http://example.python-scraping.com/places/default/iso/KE', 67), ('http://example.python-scraping.com/places/default/view/Kenya-112', 67), ('http://example.python-scraping.com/places/default/iso/KE', 67)]"
nakfa,4,"[('http://example.python-scraping.com/places/default/view/Eritrea-68', 120), ('http://example.python-scraping.com/places/default/iso/ER', 120), ('http://example.python-scraping.com/places/default/view/Eritrea-68', 120), ('http://example.python-scraping.com/places/default/iso/ER', 120)]"
